acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge,hour
1 IPC 1860,TICKET COUNTER P F NO 16 ODRS,2017-01-06,2017-01-06,Friday,RAILWAYS,8164025170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170005,1,2017-01-06,OLD DELHI (DELHI MAIN) RLY. STN,04:15,379,02:55,02:55,Theft,Theft,2.0
1 IPC 1860,ODRS,2017-01-06,2017-01-06,Friday,RAILWAYS,8164025170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170006,1,2017-01-06,OLD DELHI (DELHI MAIN) RLY. STN,23:10,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,SADAR BAZAR RLY STN,2017-01-06,2017-01-06,Friday,RAILWAYS,8164025170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170007,1,2017-01-07,OLD DELHI (DELHI MAIN) RLY. STN,20:55,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,ODRS,2017-01-09,2017-01-09,Monday,RAILWAYS,8164025170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170008,7,2017-01-09,OLD DELHI (DELHI MAIN) RLY. STN,21:25,379,21:00,21:15,Theft,Theft,21.0
1 IPC 1860,ODRS,2017-01-13,2017-01-13,Friday,RAILWAYS,8164025170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170011,1,2017-01-16,OLD DELHI (DELHI MAIN) RLY. STN,13:55,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,PF NO 10 ODRS,2017-01-17,2017-01-17,Tuesday,RAILWAYS,8164025170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170013,1,2017-01-20,OLD DELHI (DELHI MAIN) RLY. STN,14:05,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,ODRS,2017-01-17,2017-01-17,Tuesday,RAILWAYS,8164025170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170015,2,2017-01-21,OLD DELHI (DELHI MAIN) RLY. STN,11:25,379,06:20,06:25,Theft,Theft,6.0
1 IPC 1860,PF NO 3 POOJA EXPRESS TRAIN,2016-12-30,2016-12-30,Friday,RAILWAYS,8164025170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170016,1,2017-01-21,OLD DELHI (DELHI MAIN) RLY. STN,13:50,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,OLD DELHI RLY STN PF NO 10,2017-01-23,2017-01-23,Monday,RAILWAYS,8164025170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170017,6,2017-01-24,OLD DELHI (DELHI MAIN) RLY. STN,16:25,379,16:00,17:00,Theft,Theft,16.0
1 IPC 1860,LOHE KE PULL OLD DLEHI RAILWAY,2017-01-29,2017-01-29,Sunday,RAILWAYS,8164025170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170018,1,2017-01-29,OLD DELHI (DELHI MAIN) RLY. STN,15:10,379/356,00:00,00:00,Snatching-Theft,Snatching,0.0
1 IPC 1860,AH MADABAD MAIL ODRS,2017-01-08,2017-01-08,Sunday,RAILWAYS,8164025170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170019,1,2017-01-29,OLD DELHI (DELHI MAIN) RLY. STN,19:35,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,R. P.F 3% 311W ODRS,2017-01-31,2017-01-31,Tuesday,RAILWAYS,8164025170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170020,1,2017-01-31,OLD DELHI (DELHI MAIN) RLY. STN,10:15,380,02:00,02:05,Theft,Theft,2.0
1 IPC 1860,RUNNING TRAIN OUTER NEAR YAMUN,2017-01-29,2017-01-29,Sunday,RAILWAYS,8164025170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170021,8,2017-01-31,OLD DELHI (DELHI MAIN) RLY. STN,13:05,356/379,22:15,22:20,Snatching-Theft,Snatching,22.0
1 IPC 1860,OLD DELHI RLY STN PF NO 3,2017-01-31,2017-01-31,Tuesday,RAILWAYS,8164025170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170022,5,2017-01-31,OLD DELHI (DELHI MAIN) RLY. STN,22:40,379,15:00,15:00,Theft,Theft,15.0
1 IPC 1860,ODRS,2016-12-06,2016-12-06,Tuesday,RAILWAYS,8164025170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170023,1,2017-02-01,OLD DELHI (DELHI MAIN) RLY. STN,20:25,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,WEIR: ODRS,2017-02-09,2017-02-09,Thursday,RAILWAYS,8164025170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170028,7,2017-02-09,OLD DELHI (DELHI MAIN) RLY. STN,20:45,379/411,19:15,19:20,Theft,Theft,19.0
1 IPC 1860,ODRS,2017-01-19,2017-01-19,Thursday,RAILWAYS,8164025170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170029,2,2017-02-10,OLD DELHI (DELHI MAIN) RLY. STN,16:25,379,05:45,05:45,Theft,Theft,5.0
1 IPC 1860,OLD DELHI RAILWAY STATION,2017-01-30,2017-01-30,Monday,RAILWAYS,8164025170031.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164025170031,1,2017-02-16,OLD DELHI (DELHI MAIN) RLY. STN,11:25,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,SARAI ROHILLA TICKET COUNTER,2017-01-07,2017-01-07,Saturday,RAILWAYS,8164034170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170002,7,2017-01-07,SARAI ROHILLA STATION,21:20,379,19:30,19:35,Theft,Theft,19.0
1 IPC 1860,DAYA BASTI RAILWAY STATION,2017-01-08,2017-01-08,Sunday,RAILWAYS,8164034170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170003,8,2017-01-09,SARAI ROHILLA STATION,00:30,356/379,22:45,22:50,Snatching-Theft,Snatching,22.0
1 IPC 1860,NEAR SARAI ROHILLA RLY STN,2017-01-10,2017-01-10,Tuesday,RAILWAYS,8164034170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170004,8,2017-01-11,SARAI ROHILLA STATION,04:10,356/379/34,23:14,23:20,Snatching-Theft,Snatching,23.0
1 IPC 1860,"AT SARAI ROHILLA RLY STATION, DELHI",2017-01-16,2017-01-16,Monday,RAILWAYS,8164034170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170006,8,2017-01-17,SARAI ROHILLA STATION,02:30,380,22:15,22:30,Theft,Theft,22.0
1 IPC 1860,"PF NO. 4 DAYA BASTI RLY, STATION",2017-01-23,2017-01-23,Monday,RAILWAYS,8164034170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170010,7,2017-01-24,SARAI ROHILLA STATION,14:00,394/307/34,20:30,20:35,Robbery-murder,murder,20.0
1 IPC 1860,NEAR SARAI ROHILLA RLY STN,2017-01-22,2017-01-22,Sunday,RAILWAYS,8164034170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170011,1,2017-01-25,SARAI ROHILLA STATION,12:10,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,AT SARAI ROHILLA RLY STN,2017-01-30,2017-01-30,Monday,RAILWAYS,8164034170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170012,1,2017-01-31,SARAI ROHILLA STATION,12:45,380/411/34,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,NEAR NANGOLI RLY STATION,2017-01-13,2017-01-13,Friday,RAILWAYS,8164034170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170013,1,2017-02-01,SARAI ROHILLA STATION,13:15,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,AT SARAI ROHILLA RLY STATION,2017-01-31,2017-01-31,Tuesday,RAILWAYS,8164034170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170014,7,2017-02-01,SARAI ROHILLA STATION,13:35,379,19:00,19:15,Theft,Theft,19.0
1 IPC 1860,AT SARAI ROHILLA RLY STN,2017-02-03,2017-02-03,Friday,RAILWAYS,8164034170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170015,1,2017-02-04,SARAI ROHILLA STATION,00:05,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,NEAR SARAI ROHILLA RLY STN,2017-02-01,2017-02-01,Wednesday,RAILWAYS,8164034170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170017,1,2017-02-06,SARAI ROHILLA STATION,20:10,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,NEAR SARAI ROILLA RLY STATION,2016-11-06,2016-11-06,Sunday,RAILWAYS,8164034170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170019,1,2016-11-06,SARAI ROHILLA STATION,00:00,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"AT DELHI SARAI ROHILLA RLY, STAION",2017-01-25,2017-01-25,Wednesday,RAILWAYS,8164034170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170020,8,2017-02-16,SARAI ROHILLA STATION,15:00,380,22:30,22:35,Theft,Theft,22.0
1 IPC 1860,"NEAR SARAI ROHILLA RLY STATION, DELHI",2016-08-16,2016-08-16,Tuesday,RAILWAYS,8164034170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170023,1,2017-02-21,SARAI ROHILLA STATION,19:40,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,NEAR SARAI ROHILLA RLY STATION,2016-09-05,2016-09-05,Monday,RAILWAYS,8164034170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170024,1,2017-02-22,SARAI ROHILLA STATION,18:00,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,NEAR DELHI CANTT. RLY STATION,2016-09-15,2016-09-15,Thursday,RAILWAYS,8164034170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170025,1,2017-02-22,SARAI ROHILLA STATION,19:05,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,NEAR SARAI ROHILLA RLY STN,2016-06-30,2016-06-30,Thursday,RAILWAYS,8164034170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170026,1,2017-02-23,SARAI ROHILLA STATION,15:00,379/356,00:00,00:00,Snatching-Theft,Snatching,0.0
1 IPC 1860,NEAR KISHAN GANJ RLY STN,2016-08-08,2016-08-23,INTERVENING DAY,RAILWAYS,8164034170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170027,,2017-02-23,SARAI ROHILLA STATION,15:15,379/356,20:30,20:35,Snatching-Theft,Snatching,20.0
1 IPC 1860,DAYA BASTI RAILWAY STATION,2017-02-09,2017-02-09,Thursday,RAILWAYS,8164034170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170028,7,2017-02-24,SARAI ROHILLA STATION,18:00,379,20:10,20:10,Theft,Theft,20.0
1 IPC 1860,SARAI ROHILLA RAILWAY STATION,2017-02-21,2017-02-21,Tuesday,RAILWAYS,8164034170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170029,2,2017-02-25,SARAI ROHILLA STATION,12:00,379,06:10,06:10,Theft,Theft,6.0
1 IPC 1860,"AT SARAI ROHILLA RLY, STATION",2017-02-06,2017-02-06,Monday,RAILWAYS,8164034170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164034170030,1,2017-02-06,SARAI ROHILLA STATION,00:00,356/379,00:00,00:00,Snatching-Theft,Snatching,0.0
1 IPC 1860,NEAR NARELA RLY STN,2016-12-11,2016-12-11,Sunday,RAILWAYS,8164042170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170002,1,2017-01-22,SUBZI MANDI RAILWAY STATION,11:50,356/379,00:00,00:00,Snatching-Theft,Snatching,0.0
1 IPC 1860,SUBZI MANDI RLY STN,2017-01-22,2017-01-22,Sunday,RAILWAYS,8164042170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170003,1,2017-01-23,SUBZI MANDI RAILWAY STATION,17:25,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,PF NO 2 BADLI RLY STN,2017-01-25,2017-01-25,Wednesday,RAILWAYS,8164042170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170004,5,2017-01-25,SUBZI MANDI RAILWAY STATION,16:05,379,13:40,13:40,Theft,Theft,13.0
1 IPC 1860,SUBZI MANDI RLY STN,2016-12-11,2016-12-11,Sunday,RAILWAYS,8164042170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170005,5,2017-01-28,SUBZI MANDI RAILWAY STATION,10:55,379,15:30,15:30,Theft,Theft,15.0
1 IPC 1860,AZADPUR RLY STN,2016-11-10,2016-11-10,Thursday,RAILWAYS,8164042170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170006,6,2017-02-06,SUBZI MANDI RAILWAY STATION,11:50,356/379,18:50,18:50,Snatching-Theft,Snatching,18.0
1 IPC 1860,AZADPUR RLY STN,2017-02-09,2017-02-09,Thursday,RAILWAYS,8164042170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170007,7,2017-02-10,SUBZI MANDI RAILWAY STATION,09:55,356/379,19:10,19:15,Snatching-Theft,Snatching,19.0
1 IPC 1860,SUBZI MANDI RLY STN,2016-12-28,2016-12-28,Wednesday,RAILWAYS,8164042170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170008,7,2017-02-10,SUBZI MANDI RAILWAY STATION,13:50,380,20:30,20:30,Theft,Theft,20.0
1 IPC 1860,PF NO 1 BADLI RLY STN,2017-02-10,2017-02-10,Friday,RAILWAYS,8164042170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170009,6,2017-02-10,SUBZI MANDI RAILWAY STATION,22:45,379/34,16:00,16:00,Theft,Theft,16.0
1 IPC 1860,PF NO 2 SAMAIPUR BADLI RLY STN,2017-02-11,2017-02-11,Saturday,RAILWAYS,8164042170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170010,4,2017-02-11,SUBZI MANDI RAILWAY STATION,21:30,379/34,11:00,11:00,Theft,Theft,11.0
1 IPC 1860,BADLI RLY STN,2016-11-04,2016-11-04,Friday,RAILWAYS,8164042170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170011,2,2017-02-13,SUBZI MANDI RAILWAY STATION,11:25,380,06:00,06:00,Theft,Theft,6.0
1 IPC 1860,ADARSH NAGAR,2017-02-08,2017-02-08,Wednesday,RAILWAYS,8164042170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170013,1,2017-02-28,SUBZI MANDI RAILWAY STATION,15:40,363,00:00,00:00,Kidnapping,Kidnapping,0.0
1 IPC 1860,"PF NO 2, BADLI RLY STN",2017-03-11,2017-03-11,Saturday,RAILWAYS,8164042170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170014,7,2017-03-11,SUBZI MANDI RAILWAY STATION,21:50,392/397/34,21:00,21:00,Robbery,Robbery,21.0
1 IPC 1860,PF NO 2 SUBZI MANDI RLY STN,2017-01-15,2017-01-15,Sunday,RAILWAYS,8164042170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170015,7,2017-03-23,SUBZI MANDI RAILWAY STATION,11:00,356/379/411,21:00,21:00,Snatching-Theft,Snatching,21.0
1 IPC 1860,NEAR SUBZI MANDI RLY STN,2017-02-16,2017-02-16,Thursday,RAILWAYS,8164042170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170016,1,2017-03-24,SUBZI MANDI RAILWAY STATION,11:25,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,TICKET COUNTER NARELA RLY STN,2017-03-24,2017-03-24,Friday,RAILWAYS,8164042170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170017,4,2017-03-24,SUBZI MANDI RAILWAY STATION,13:55,379/411,11:30,11:30,Theft,Theft,11.0
1 IPC 1860,SUBZI MANDI RLY STN,2017-03-24,2017-03-24,Friday,RAILWAYS,8164042170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170018,5,2017-03-24,SUBZI MANDI RAILWAY STATION,16:05,379,14:15,14:15,Theft,Theft,14.0
1 IPC 1860,AZADPUR RLY STN,2017-03-24,2017-03-24,Friday,RAILWAYS,8164042170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170019,7,2017-03-25,SUBZI MANDI RAILWAY STATION,13:55,379,19:40,19:40,Theft,Theft,19.0
1 IPC 1860,NEAR NARELA RLY STN,2017-02-20,2017-02-20,Monday,RAILWAYS,8164042170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170020,1,2017-03-29,SUBZI MANDI RAILWAY STATION,10:55,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"RUNNING TRAIN PASCHIM EXP, AT SUBZI MANDI RLY STN",2017-03-31,2017-03-31,Friday,RAILWAYS,8164042170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170021,4,2017-03-31,SUBZI MANDI RAILWAY STATION,15:40,356/379/34,12:30,12:30,Snatching-Theft,Snatching,12.0
1 IPC 1860,"BET SUBZI MANDI TO NEW DELHI, RLY STN",2016-12-05,2016-12-05,Monday,RAILWAYS,8164042170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170022,1,2017-04-01,SUBZI MANDI RAILWAY STATION,14:55,356/379,00:00,00:00,Snatching-Theft,Snatching,0.0
1 IPC 1860,AT AZADPUR RLY STN,2017-03-24,2017-03-24,Friday,RAILWAYS,8164042170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170023,1,2017-04-04,SUBZI MANDI RAILWAY STATION,11:55,356/379,00:00,00:00,Snatching-Theft,Snatching,0.0
1 IPC 1860,"BET. ADARSH NGR TO SUBZI, MANDI RLY STN",2017-02-10,2017-02-10,Friday,RAILWAYS,8164042170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170024,1,2017-04-07,SUBZI MANDI RAILWAY STATION,13:55,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,AZADPUR RLY STN PF NO 1,2017-04-12,2017-04-12,Wednesday,RAILWAYS,8164042170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170025,3,2017-04-12,SUBZI MANDI RAILWAY STATION,10:10,356/379/411,07:00,07:00,Snatching-Theft,Snatching,7.0
1 IPC 1860,SUBZI MANDI RLY STN PF N01,2017-04-16,2017-04-16,Sunday,RAILWAYS,8164042170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170026,5,2017-04-17,SUBZI MANDI RAILWAY STATION,18:05,356/379/34,15:45,15:45,Snatching-Theft,Snatching,15.0
1 IPC 1860,NEAR BADLI RLY STN,2017-04-02,2017-04-02,Sunday,RAILWAYS,8164042170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170027,5,2017-04-26,SUBZI MANDI RAILWAY STATION,13:55,356/379,15:47,15:47,Snatching-Theft,Snatching,15.0
1 IPC 1860,AZADPUR RLY STN,2017-04-27,2017-04-27,Thursday,RAILWAYS,8164042170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170028,7,2017-04-28,SUBZI MANDI RAILWAY STATION,09:55,379,19:00,19:00,Theft,Theft,19.0
1 IPC 1860,ADARSH NAGAR RAILWAY STATION,2017-04-06,2017-04-06,Thursday,RAILWAYS,8164042170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170029,7,2017-05-04,SUBZI MANDI RAILWAY STATION,14:15,380,19:50,19:50,Theft,Theft,19.0
1 IPC 1860,"RUNNING TRAIN NEAR SUBZI MANDI, RAILWAY STATION",2017-02-17,2017-02-17,Friday,RAILWAYS,8164042170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8164042170030,1,2017-05-05,SUBZI MANDI RAILWAY STATION,09:54,379,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"MANGLAM, ROAD RAILWAY, RESERVATION COUNTER ANAND VIHAR, DELHI",2017-01-04,2017-01-04,Wednesday,SHAHDARA,8957002170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170004,5,2017-01-04,ANAND VIHAR,17:30,392/397/34,14:30,14:30,Robbery,Robbery,14.0
1 IPC 1860,"219, AGCR ECLAVE, DELHI",2017-01-03,2017-01-03,Tuesday,SHAHDARA,8957002170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170005,8,2017-01-04,ANAND VIHAR,19:40,381,22:30,22:30,Theft by clerk,Theft by clerk,22.0
1 IPC 1860,"PRIYA ENCLAVE, GATE NO ‘I NEAR RADHA KRISHNA, CHHOLE BHATURE, DELHI",2017-01-05,2017-01-05,Thursday,SHAHDARA,8957002170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170006,6,2017-01-05,ANAND VIHAR,17:45,356/379/34,16:00,16:00,Snatching-Theft,Snatching,16.0
1 IPC 1860,"ANAND VIHAR METRO, FLYOVER NEAR GD, GOIANKA SCHOOL, DELHI",2017-01-05,2017-01-05,Thursday,SHAHDARA,8957002170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170007,6,2017-01-06,ANAND VIHAR,00:10,394/34,18:30,18:30,Robbery,Robbery,18.0
1 IPC 1860,"INFRONT OF, CROSS RIVER MALL, DELHI",2017-01-06,2017-01-06,Friday,SHAHDARA,8957002170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170008,6,2017-01-06,ANAND VIHAR,20:00,356/379/34,18:47,18:47,Snatching-Theft,Snatching,18.0
1 IPC 1860,"MAIN ROAD, NEAR ASHOKA NIKETAN, CROSSING, DELHI",2017-01-05,2017-01-05,Thursday,SHAHDARA,8957002170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170009,5,2017-01-07,ANAND VIHAR,17:35,356/379/34,15:40,15:40,Snatching-Theft,Snatching,15.0
1 IPC 1860,"IN FRONT OF, MACEDONALD CROSS RIVER MALL, DELHI",2017-01-07,2017-01-07,Saturday,SHAHDARA,8957002170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170010,7,2017-01-07,ANAND VIHAR,21:30,356/379/34,20:05,20:05,Snatching-Theft,Snatching,20.0
1 IPC 1860,"BACK SIDE OF, C R MALL MACDONALD, PIZZA ANAND VIHAR, DELHI",2017-01-08,2017-01-08,Sunday,SHAHDARA,8957002170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170012,7,2017-01-08,ANAND VIHAR,20:45,356/379/34,19:00,19:00,Snatching-Theft,Snatching,19.0
1 IPC 1860,"DELHI, NATURAL ICE CREAM, PARLOUR KKD HARGOVIND ENCLAVE, DELHI",2017-01-03,2017-01-03,Tuesday,SHAHDARA,8957002170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170013,6,2017-01-09,ANAND VIHAR,19:35,356/379/34,18:43,18:43,Snatching-Theft,Snatching,18.0
1 IPC 1860,"H NO C-5, RASA RESTURENT, ANAND VIHAR, DELHI",2017-01-13,2017-01-13,Friday,SHAHDARA,8957002170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170014,6,2017-01-13,ANAND VIHAR,18:15,188,16:50,16:50,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,16.0
1 IPC 1860,"ON ROAD INFRONT OF, AMAR JYOTI SCHOOL, ROAD TOWARDS KKD, RED LIGHT DELHI",2017-01-14,2017-01-14,Saturday,SHAHDARA,8957002170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170015,4,2017-01-14,ANAND VIHAR,16:30,279/337,12:00,12:00,Rash driving-endangering safety of others,Rash driving,12.0
1 IPC 1860,"IN FRONT OF, DAV PUBLIC SCHOOL, SHRESTHA VIHAR, DELHI",2017-01-14,2017-01-14,Saturday,SHAHDARA,8957002170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170016,7,2017-01-14,ANAND VIHAR,21:05,356/379/34,19:30,19:30,Snatching-Theft,Snatching,19.0
1 IPC 1860,"IN FRONT OF, PEARL GRAND, BANQUET HALL CBD, GROUND DELHI",2017-01-15,2017-01-15,Sunday,SHAHDARA,8957002170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170017,4,2017-01-15,ANAND VIHAR,14:25,356/379,12:30,12:30,Snatching-Theft,Snatching,12.0
1 IPC 1860,"H NO 35, PUSHPANJALI, DELHI",2017-01-17,2017-01-17,Tuesday,SHAHDARA,8957002170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170019,4,2017-01-17,ANAND VIHAR,12:50,188,11:10,11:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,11.0
1 IPC 1860,"IN FRONT OF, CROSS RIVER MALL, AT SERVICE ROAD, DELHI",2017-01-17,2017-01-17,Tuesday,SHAHDARA,8957002170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170020,5,2017-01-17,ANAND VIHAR,20:20,356/379,15:45,15:45,Snatching-Theft,Snatching,15.0
1 IPC 1860,"NEAR BARSHALA, ADITYA MALL, ANAND VIHAR, DELHI",2017-01-17,2017-01-17,Tuesday,SHAHDARA,8957002170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170021,7,2017-01-18,ANAND VIHAR,00:15,356/379/34,20:00,20:00,Snatching-Theft,Snatching,20.0
1 IPC 1860,"IN FRONT OF, SAVITA VIHAR MARKET, MAIN ROAD, DELHI",2017-01-19,2017-01-19,Thursday,SHAHDARA,8957002170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170022,5,2017-01-19,ANAND VIHAR,23:10,356/379/34,15:45,15:45,Snatching-Theft,Snatching,15.0
1 IPC 1860,"NEAR LEELA HOTEL, CBD GROUND, DELHI",2017-01-22,2017-01-22,Sunday,SHAHDARA,8957002170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957002170024,1,2017-01-22,ANAND VIHAR,03:25,356/379/34,02:10,02:10,Snatching-Theft,Snatching,2.0
